Empresa;Periodo;Cuenta;Desc_Cuenta;Nro_Subcuenta;Desc_Subcuenta;Tipo_Subcuenta;Centro_Costo;Debe;Haber;Saldo
GUARE;201706;38;Proveedores;2927;Orden de Pago M (F);2.0;;10000.0;0.0;10000.0
GUARE;201707;38;Proveedores;2927;Compras de Bs y Serv.M;2.0;;0.0;-16000.0;-16000.0
GUARE;201707;38;Proveedores;2927;Orden de Pago M (F);2.0;;16000.0;0.0;16000.0
GUARE;201710;38;Proveedores;2927;Compras de Bs y Serv.M;2.0;;0.0;-9000.0;-9000.0
GUARE;201710;38;Proveedores;2927;Orden de Pago M (F);2.0;;9000.0;0.0;9000.0
GUARE;201804;38;Proveedores;2927;Compras de Bs y Serv.M;2.0;;0.0;-9000.0;-9000.0
GUARE;201804;38;Proveedores;2927;Orden de Pago M (F);2.0;;9000.0;0.0;9000.0
GUARE;201706;38;Proveedores;2966;Compras de Bienes y Servicios;2.0;;0.0;0.0;0.0
GUARE;201706;38;Proveedores;2966;Orden de Pago (F);2.0;;0.0;0.0;0.0
GUARE;201711;38;Proveedores;30;Compras de Bs y Serv.M;2.0;;0.0;-149300.0;-149300.0
GUARE;201801;38;Proveedores;30;Orden de Pago M (F);2.0;;14300.0;0.0;14300.0
GUARE;201804;38;Proveedores;30;Orden de Pago M (F);2.0;;5000.0;0.0;5000.0
GUARE;201808;38;Proveedores;30;Orden de Pago M (F);2.0;;25000.0;0.0;25000.0
GUARE;201809;38;Proveedores;30;Compras de Bs y Serv.M;2.0;;0.0;-11400.0;-11400.0
GUARE;201809;38;Proveedores;30;Orden de Pago M (F);2.0;;11400.0;0.0;11400.0
GUARE;201810;38;Proveedores;30;Orden de Pago M (F);2.0;;36250.0;0.0;36250.0
GUARE;201811;38;Proveedores;30;Compras de Bs y Serv.M;2.0;;0.0;-3500.0;-3500.0
GUARE;201811;38;Proveedores;30;Orden de Pago M (F);2.0;;3500.0;0.0;3500.0
GUARE;201812;38;Proveedores;30;Orden de Pago M (F);2.0;;31250.0;0.0;31250.0
GUARE;201901;38;Proveedores;30;Compras de Bs y Serv.M;2.0;;0.0;-9750.0;-9750.0
GUARE;201902;38;Proveedores;30;Orden de Pago M (F);2.0;;16000.0;0.0;16000.0
GUARE;201904;38;Proveedores;30;Compras de Bs y Serv.M;2.0;;0.0;-8000.0;-8000.0
GUARE;201904;38;Proveedores;30;Orden de Pago M (F);2.0;;8000.0;0.0;8000.0
GUARE;201905;38;Proveedores;30;Compras de Bs y Serv.M;2.0;;0.0;-5000.0;-5000.0
GUARE;201905;38;Proveedores;30;Orden de Pago M (F);2.0;;16250.0;0.0;16250.0
GUARE;201907;38;Proveedores;30;Compras de Bs y Serv.M;2.0;;0.0;-3500.0;-3500.0
GUARE;201908;38;Proveedores;30;Compras de Bs y Serv.M;2.0;;0.0;-9100.0;-9100.0
GUARE;201908;38;Proveedores;30;Orden de Pago M (F);2.0;;12600.0;0.0;12600.0
GUARE;201910;38;Proveedores;30;Orden de Pago M (F);2.0;;4375.0;0.0;4375.0
GUARE;202002;38;Proveedores;30;Asiento de Diario M;2.0;;0.0;0.0;0.0
GUARE;202006;38;Proveedores;30;Orden de Pago M (F);2.0;;0.0;0.0;0.0
GUARE;202109;38;Proveedores;30;Compras de Bs y Serv.M;2.0;;0.0;-7500.0;-7500.0
GUARE;202109;38;Proveedores;30;Orden de Pago M (F);2.0;;7500.0;0.0;7500.0
GUARE;202203;38;Proveedores;30;Compras de Bs y Serv.M;2.0;;0.0;-9600.0;-9600.0
GUARE;202203;38;Proveedores;30;Orden de Pago M (F);2.0;;9600.0;0.0;9600.0
GUARE;202204;38;Proveedores;30;Compras de Bs y Serv.M;2.0;;0.0;-5500.0;-5500.0
GUARE;202204;38;Proveedores;30;Orden de Pago M (F);2.0;;5500.0;0.0;5500.0
GUARE;202208;38;Proveedores;30;Compras de Bs y Serv.M;2.0;;0.0;-130000.0;-130000.0
GUARE;202208;38;Proveedores;30;Orden de Pago M (F);2.0;;65000.0;0.0;65000.0
GUARE;202209;38;Proveedores;30;Compras de Bs y Serv.M;2.0;;0.0;-70000.0;-70000.0
GUARE;202209;38;Proveedores;30;Orden de Pago M (F);2.0;;135000.0;0.0;135000.0
GUARE;202210;38;Proveedores;30;Compras de Bs y Serv.M;2.0;;0.0;-28000.0;-28000.0
GUARE;202210;38;Proveedores;30;Orden de Pago M (F);2.0;;28000.0;0.0;28000.0
GUARE;202211;38;Proveedores;30;Compras de Bs y Serv.M;2.0;;0.0;-74000.0;-74000.0
GUARE;202211;38;Proveedores;30;Orden de Pago M (F);2.0;;74000.0;0.0;74000.0
GUARE;202212;38;Proveedores;30;Compras de Bs y Serv.M;2.0;;0.0;-60000.0;-60000.0
GUARE;202212;38;Proveedores;30;Orden de Pago M (F);2.0;;60000.0;0.0;60000.0
GUARE;202301;38;Proveedores;30;Compras de Bs y Serv.M;2.0;;0.0;-52500.0;-52500.0
GUARE;202301;38;Proveedores;30;O Pago M;2.0;;52500.0;0.0;52500.0
GUARE;202303;38;Proveedores;30;Compras de Bs y Serv.M;2.0;;0.0;-125400.0;-125400.0
GUARE;202303;38;Proveedores;30;Orden de Pago M (F);2.0;;125400.0;0.0;125400.0
GUARE;201707;38;Proveedores;3026;Compras de Bienes y Servicios;2.0;;0.0;0.0;0.0
GUARE;201707;38;Proveedores;3026;Orden de Pago (F);2.0;;0.0;0.0;0.0
GUARE;201909;38;Proveedores;3026;Compras de Bienes y Servicios;2.0;;0.0;-48037.0;-48037.0
GUARE;201909;38;Proveedores;3026;Orden de Pago (F);2.0;;28822.0;0.0;28822.0
GUARE;201910;38;Proveedores;3026;Orden de Pago (F);2.0;;19215.0;0.0;19215.0
GUARE;202003;38;Proveedores;3036;Compras de Bs y Serv.M;2.0;;0.0;-50000.0;-50000.0
GUARE;202003;38;Proveedores;3036;Orden de Pago M (F);2.0;;50000.0;0.0;50000.0
GUARE;202006;38;Proveedores;3036;Compras de Bienes y Servicios;2.0;;0.0;-1100.0;-1100.0
GUARE;202006;38;Proveedores;3036;O Pago;2.0;;1100.0;0.0;1100.0
GUARE;201905;38;Proveedores;3045;Compras de Bs y Serv.M;2.0;;0.0;-76000.0;-76000.0
GUARE;201905;38;Proveedores;3045;Orden de Pago M (F);2.0;;76000.0;0.0;76000.0
GUARE;201912;38;Proveedores;3045;Compras de Bs y Serv.M;2.0;;0.0;-36500.0;-36500.0
GUARE;201912;38;Proveedores;3045;Orden de Pago M (F);2.0;;36500.0;0.0;36500.0
GUARE;202006;38;Proveedores;3045;Compras de Bs y Serv.M;2.0;;0.0;-30660.0;-30660.0
GUARE;202006;38;Proveedores;3045;Orden de Pago M (F);2.0;;30660.0;0.0;30660.0
GUARE;202308;38;Proveedores;3045;Compras de Bs y Serv.M;2.0;;0.0;-400000.0;-400000.0
GUARE;202308;38;Proveedores;3045;Orden de Pago M (F);2.0;;400000.0;0.0;400000.0
GUARE;202311;38;Proveedores;3045;Compras de Bs y Serv.M;2.0;;0.0;-700000.0;-700000.0
GUARE;202311;38;Proveedores;3045;Orden de Pago M (F);2.0;;700000.0;0.0;700000.0
GUARE;201808;38;Proveedores;3054;Compras de Bienes y Servicios;2.0;;0.0;-350.0;-350.0
GUARE;201808;38;Proveedores;3054;Orden de Pago (F);2.0;;350.0;0.0;350.0
GUARE;201910;38;Proveedores;3054;Compras de Bienes y Servicios;2.0;;0.0;-500.0;-500.0
GUARE;201910;38;Proveedores;3054;Rendicion de Fondos;2.0;;500.0;0.0;500.0
GUARE;202003;38;Proveedores;3054;Compras de Bienes y Servicios;2.0;;0.0;-600.0;-600.0
GUARE;202003;38;Proveedores;3054;Orden de Pago (F);2.0;;600.0;0.0;600.0
GUARE;202112;38;Proveedores;3054;Compras de Bienes y Servicios;2.0;;0.0;-6000.0;-6000.0
GUARE;202112;38;Proveedores;3054;Orden de Pago (F);2.0;;6000.0;0.0;6000.0
GUARE;202310;38;Proveedores;3054;Compras de Bs y Serv.M;2.0;;0.0;-5000.0;-5000.0
GUARE;202310;38;Proveedores;3054;Orden de Pago M (F);2.0;;5000.0;0.0;5000.0
GUARE;201704;38;Proveedores;3056;Compras de Bienes y Servicios;2.0;;0.0;0.0;0.0
GUARE;201704;38;Proveedores;3056;Orden de Pago (F);2.0;;0.0;0.0;0.0
GUARE;201804;38;Proveedores;3056;Asiento de Diario;2.0;;0.0;0.0;0.0
GUARE;201804;38;Proveedores;3056;Compras de Bienes y Servicios;2.0;;0.0;0.0;0.0
GUARE;202203;38;Proveedores;3056;Compras de Bienes y Servicios;2.0;;0.0;0.0;0.0
GUARE;202203;38;Proveedores;3056;Orden de Pago (F);2.0;;0.0;0.0;0.0
GUARE;202204;38;Proveedores;3056;Compras de Bienes y Servicios;2.0;;0.0;0.0;0.0
GUARE;202205;38;Proveedores;3056;Orden de Pago (F);2.0;;0.0;0.0;0.0
GUARE;202206;38;Proveedores;3056;Compras de Bienes y Servicios;2.0;;0.0;0.0;0.0
GUARE;202206;38;Proveedores;3056;Orden de Pago (F);2.0;;0.0;0.0;0.0
GUARE;202207;38;Proveedores;3056;Orden de Pago (F);2.0;;0.0;0.0;0.0
GUARE;202208;38;Proveedores;3056;Compras de Bienes y Servicios;2.0;;0.0;-119741.0;-119741.0
GUARE;202208;38;Proveedores;3056;Compras de Bs y Serv.M;2.0;;0.0;0.0;0.0
GUARE;202208;38;Proveedores;3056;Orden de Pago (F);2.0;;0.0;0.0;0.0
GUARE;202208;38;Proveedores;3056;Orden de Pago M (F);2.0;;10000000.0;0.0;10000000.0
GUARE;202209;38;Proveedores;3056;Orden de Pago (F);2.0;;119741.0;0.0;119741.0
GUARE;202209;38;Proveedores;3056;Orden de Pago M (F);2.0;;0.0;0.0;0.0
GUARE;202210;38;Proveedores;3056;Compras de Bienes y Servicios;2.0;;0.0;0.0;0.0
GUARE;202210;38;Proveedores;3056;Orden de Pago (F);2.0;;0.0;0.0;0.0
GUARE;202212;38;Proveedores;3056;Compras de Bienes y Servicios;2.0;;0.0;0.0;0.0
GUARE;202212;38;Proveedores;3056;Orden de Pago (F);2.0;;0.0;0.0;0.0
GUARE;201802;38;Proveedores;306;Compras de Bienes y Servicios;2.0;;0.0;0.0;0.0
GUARE;201803;38;Proveedores;306;Orden de Pago (F);2.0;;0.0;0.0;0.0
GUARE;201804;38;Proveedores;306;Compras de Bienes y Servicios;2.0;;0.0;-3019.0;-3019.0
GUARE;201804;38;Proveedores;306;Orden de Pago (F);2.0;;3019.0;0.0;3019.0
GUARE;201807;38;Proveedores;306;Compras de Bienes y Servicios;2.0;;0.0;-530.0;-530.0
GUARE;201807;38;Proveedores;306;Orden de Pago (F);2.0;;0.0;0.0;0.0
GUARE;201809;38;Proveedores;306;Orden de Pago (F);2.0;;530.0;0.0;530.0
GUARE;201810;38;Proveedores;306;Compras de Bienes y Servicios;2.0;;0.0;0.0;0.0
GUARE;201810;38;Proveedores;306;Orden de Pago (F);2.0;;0.0;0.0;0.0
GUARE;201812;38;Proveedores;306;Compras de Bienes y Servicios;2.0;;0.0;0.0;0.0
GUARE;201812;38;Proveedores;306;Orden de Pago (F);2.0;;0.0;0.0;0.0
GUARE;201906;38;Proveedores;306;Compras de Bienes y Servicios;2.0;;0.0;0.0;0.0
GUARE;201906;38;Proveedores;306;Orden de Pago (F);2.0;;0.0;0.0;0.0
GUARE;201704;38;Proveedores;3064;Asiento de Diario M;2.0;;0.0;0.0;0.0
GUARE;201704;38;Proveedores;3064;Compras de Bienes y Servicios;2.0;;0.0;0.0;0.0
GUARE;201704;38;Proveedores;3064;Compras de Bs y Serv.M;2.0;;0.0;0.0;0.0
GUARE;201704;38;Proveedores;3064;Orden de Pago (F);2.0;;0.0;0.0;0.0
GUARE;201704;38;Proveedores;3064;Orden de Pago M (F);2.0;;0.0;0.0;0.0
GUARE;201807;38;Proveedores;3064;Compras de Bs y Serv.M;2.0;;0.0;0.0;0.0
GUARE;201807;38;Proveedores;3064;Orden de Pago M (F);2.0;;200000.0;0.0;200000.0
GUARE;202211;38;Proveedores;3065;Compras de Bienes y Servicios;2.0;;0.0;0.0;0.0
GUARE;202211;38;Proveedores;3065;Orden de Pago (F);2.0;;0.0;0.0;0.0
GUARE;201903;38;Proveedores;3082;Compras de Bienes y Servicios;2.0;;0.0;0.0;0.0
GUARE;201903;38;Proveedores;3082;Orden de Pago (F);2.0;;0.0;0.0;0.0
GUARE;201908;38;Proveedores;3107;Compras de Bs y Serv.M;2.0;;0.0;-20000.0;-20000.0
GUARE;201908;38;Proveedores;3107;Orden de Pago M (F);2.0;;10000.0;0.0;10000.0
GUARE;202105;38;Proveedores;3107;Asiento de Diario M;2.0;;10000.0;0.0;10000.0
GUARE;201910;38;Proveedores;3109;Compras de Bienes y Servicios;2.0;;0.0;-6000.0;-6000.0
GUARE;201911;38;Proveedores;3109;Orden de Pago (F);2.0;;6000.0;0.0;6000.0
GUARE;201806;38;Proveedores;3114;Compras de Bienes y Servicios;2.0;;0.0;-394460.0;-394460.0
GUARE;201806;38;Proveedores;3114;Compras de Bs y Serv.M;2.0;;0.0;-325000.0;-325000.0
GUARE;201806;38;Proveedores;3114;Orden de Pago (F);2.0;;394460.0;0.0;394460.0
GUARE;201806;38;Proveedores;3114;Orden de Pago M (F);2.0;;325000.0;0.0;325000.0
GUARE;201807;38;Proveedores;3116;Compras de Bs y Serv.M;2.0;;0.0;-2000.0;-2000.0
GUARE;201808;38;Proveedores;3116;Compras de Bs y Serv.M;2.0;;0.0;-4500.0;-4500.0
GUARE;201808;38;Proveedores;3116;Orden de Pago M (F);2.0;;6500.0;0.0;6500.0
GUARE;201809;38;Proveedores;3116;Compras de Bs y Serv.M;2.0;;0.0;-6000.0;-6000.0
GUARE;201809;38;Proveedores;3116;Orden de Pago M (F);2.0;;6000.0;0.0;6000.0
GUARE;201810;38;Proveedores;3116;Compras de Bs y Serv.M;2.0;;0.0;-9000.0;-9000.0
GUARE;201810;38;Proveedores;3116;Orden de Pago M (F);2.0;;6000.0;0.0;6000.0
GUARE;201811;38;Proveedores;3116;Compras de Bs y Serv.M;2.0;;0.0;-7500.0;-7500.0
GUARE;201811;38;Proveedores;3116;Orden de Pago M (F);2.0;;10500.0;0.0;10500.0
GUARE;201812;38;Proveedores;3116;Compras de Bs y Serv.M;2.0;;0.0;-9000.0;-9000.0
GUARE;201812;38;Proveedores;3116;Orden de Pago M (F);2.0;;9000.0;0.0;9000.0
GUARE;201901;38;Proveedores;3116;Compras de Bs y Serv.M;2.0;;0.0;-9000.0;-9000.0
GUARE;201901;38;Proveedores;3116;Orden de Pago M (F);2.0;;4500.0;0.0;4500.0
GUARE;201902;38;Proveedores;3116;Compras de Bs y Serv.M;2.0;;0.0;-6000.0;-6000.0
GUARE;201902;38;Proveedores;3116;Orden de Pago M (F);2.0;;9000.0;0.0;9000.0
GUARE;201903;38;Proveedores;3116;Compras de Bs y Serv.M;2.0;;0.0;-3000.0;-3000.0
GUARE;201903;38;Proveedores;3116;Orden de Pago M (F);2.0;;4500.0;0.0;4500.0
GUARE;201904;38;Proveedores;3116;Compras de Bs y Serv.M;2.0;;0.0;-3000.0;-3000.0
GUARE;201904;38;Proveedores;3116;Orden de Pago M (F);2.0;;3000.0;0.0;3000.0
GUARE;202210;38;Proveedores;3116;Compras de Bs y Serv.M;2.0;;0.0;-80000.0;-80000.0
GUARE;202210;38;Proveedores;3116;Orden de Pago M (F);2.0;;116000.0;0.0;116000.0
GUARE;202210;38;Proveedores;3116;Rendicion de Fondos M;2.0;;0.0;-36000.0;-36000.0
GUARE;202211;38;Proveedores;3116;Compras de Bs y Serv.M;2.0;;0.0;-331000.0;-331000.0
GUARE;202211;38;Proveedores;3116;Orden de Pago M (F);2.0;;265000.0;0.0;265000.0
GUARE;202212;38;Proveedores;3116;Compras de Bs y Serv.M;2.0;;0.0;-108000.0;-108000.0
GUARE;202212;38;Proveedores;3116;Orden de Pago M (F);2.0;;174000.0;0.0;174000.0
GUARE;202301;38;Proveedores;3116;Compras de Bs y Serv.M;2.0;;0.0;-87000.0;-87000.0
GUARE;202301;38;Proveedores;3116;O Pago M;2.0;;87000.0;0.0;87000.0
GUARE;202302;38;Proveedores;3116;Compras de Bs y Serv.M;2.0;;0.0;-142000.0;-142000.0
GUARE;202302;38;Proveedores;3116;Orden de Pago M (F);2.0;;142000.0;0.0;142000.0
GUARE;202303;38;Proveedores;3116;Compras de Bs y Serv.M;2.0;;0.0;-36000.0;-36000.0
GUARE;202303;38;Proveedores;3116;Orden de Pago M (F);2.0;;36000.0;0.0;36000.0
GUARE;202304;38;Proveedores;3116;Compras de Bs y Serv.M;2.0;;0.0;-147000.0;-147000.0
GUARE;202304;38;Proveedores;3116;Orden de Pago M (F);2.0;;147000.0;0.0;147000.0
GUARE;202305;38;Proveedores;3116;Compras de Bs y Serv.M;2.0;;0.0;-118000.0;-118000.0
GUARE;202305;38;Proveedores;3116;Orden de Pago M (F);2.0;;70000.0;0.0;70000.0
GUARE;202306;38;Proveedores;3116;Compras de Bs y Serv.M;2.0;;0.0;-48000.0;-48000.0
GUARE;202306;38;Proveedores;3116;Orden de Pago M (F);2.0;;96000.0;0.0;96000.0
GUARE;202307;38;Proveedores;3116;Compras de Bs y Serv.M;2.0;;0.0;-96000.0;-96000.0
GUARE;202307;38;Proveedores;3116;O Pago M;2.0;;12000.0;0.0;12000.0
GUARE;202307;38;Proveedores;3116;Orden de Pago M (F);2.0;;84000.0;0.0;84000.0
GUARE;202308;38;Proveedores;3116;Compras de Bs y Serv.M;2.0;;0.0;-100000.0;-100000.0
GUARE;202308;38;Proveedores;3116;Orden de Pago M (F);2.0;;100000.0;0.0;100000.0
GUARE;202309;38;Proveedores;3116;Compras de Bs y Serv.M;2.0;;0.0;-15000.0;-15000.0
GUARE;202309;38;Proveedores;3116;Orden de Pago M (F);2.0;;15000.0;0.0;15000.0
GUARE;202311;38;Proveedores;3116;Compras de Bs y Serv.M;2.0;;0.0;-15000.0;-15000.0
GUARE;202311;38;Proveedores;3116;Orden de Pago M (F);2.0;;15000.0;0.0;15000.0
GUARE;201902;38;Proveedores;3119;Compras de Bienes y Servicios;2.0;;0.0;-7726.0;-7726.0
GUARE;201902;38;Proveedores;3119;Orden de Pago (F);2.0;;7726.0;0.0;7726.0
GUARE;202109;38;Proveedores;3124;Compras de Bienes y Servicios;2.0;;0.0;0.0;0.0
GUARE;202110;38;Proveedores;3124;Orden de Pago (F);2.0;;4400.0;0.0;4400.0
GUARE;202307;38;Proveedores;3124;Asiento de Diario;2.0;;0.0;0.0;0.0
GUARE;202310;38;Proveedores;3124;Compras de Bs y Serv.M;2.0;;0.0;-473426.0;-473426.0
GUARE;202310;38;Proveedores;3124;Orden de Pago M (F);2.0;;473426.0;0.0;473426.0
GUARE;202311;38;Proveedores;3124;Compras de Bs y Serv.M;2.0;;0.0;-45870.0;-45870.0
GUARE;202311;38;Proveedores;3124;Orden de Pago M (F);2.0;;45870.0;0.0;45870.0
GUARE;201808;38;Proveedores;3126;Compras de Bienes y Servicios;2.0;;0.0;0.0;0.0
GUARE;201808;38;Proveedores;3126;Orden de Pago (F);2.0;;0.0;0.0;0.0
GUARE;201809;38;Proveedores;3126;Asiento de Diario;2.0;;0.0;-145121.0;-145121.0
GUARE;201809;38;Proveedores;3126;Orden de Pago (F);2.0;;145121.0;0.0;145121.0
GUARE;201906;38;Proveedores;3126;Compras de Bs y Serv.M;2.0;;0.0;-171000.0;-171000.0
GUARE;201906;38;Proveedores;3126;Orden de Pago M (F);2.0;;50000.0;0.0;50000.0
GUARE;201907;38;Proveedores;3126;Compras de Bienes y Servicios;2.0;;0.0;0.0;0.0
GUARE;201907;38;Proveedores;3126;Orden de Pago (F);2.0;;0.0;0.0;0.0
GUARE;201907;38;Proveedores;3126;Orden de Pago M (F);2.0;;121000.0;0.0;121000.0
GUARE;201909;38;Proveedores;3126;Compras de Bienes y Servicios;2.0;;0.0;0.0;0.0
GUARE;201909;38;Proveedores;3126;Orden de Pago (F);2.0;;0.0;0.0;0.0
GUARE;202007;38;Proveedores;3126;Compras de Bs y Serv.M;2.0;;0.0;-9412.0;-9412.0
GUARE;202105;38;Proveedores;3126;Asiento de Diario M;2.0;;9412.0;0.0;9412.0
GUARE;201910;38;Proveedores;3135;Compras de Bienes y Servicios;2.0;;0.0;-5868.0;-5868.0
GUARE;201910;38;Proveedores;3135;Orden de Pago (F);2.0;;5868.0;0.0;5868.0
GUARE;201909;38;Proveedores;3136;Compras de Bienes y Servicios;2.0;;0.0;0.0;0.0
GUARE;201909;38;Proveedores;3136;Orden de Pago (F);2.0;;0.0;0.0;0.0
GUARE;202306;38;Proveedores;3136;Compras de Bienes y Servicios;2.0;;0.0;0.0;0.0
GUARE;202307;38;Proveedores;3136;Orden de Pago (F);2.0;;0.0;0.0;0.0
GUARE;202308;38;Proveedores;3136;Compras de Bienes y Servicios;2.0;;0.0;0.0;0.0
GUARE;202309;38;Proveedores;3136;Orden de Pago (F);2.0;;0.0;0.0;0.0
GUARE;202301;38;Proveedores;3137;Compras de Bs y Serv.M;2.0;;0.0;0.0;0.0
GUARE;202302;38;Proveedores;3137;Orden de Pago M (F);2.0;;0.0;0.0;0.0
GUARE;201902;38;Proveedores;3155;Asiento de Diario M;2.0;;0.0;0.0;0.0
GUARE;201903;38;Proveedores;3155;Compras de Bienes y Servicios;2.0;;0.0;0.0;0.0
GUARE;201903;38;Proveedores;3155;Orden de Pago (F);2.0;;0.0;0.0;0.0
GUARE;201903;38;Proveedores;3155;Recibos X M (F);2.0;;0.0;0.0;0.0
GUARE;201904;38;Proveedores;3160;Compras de Bienes y Servicios;2.0;;0.0;0.0;0.0
GUARE;201904;38;Proveedores;3160;Orden de Pago (F);2.0;;0.0;0.0;0.0
GUARE;201908;38;Proveedores;3160;Compras de Bienes y Servicios;2.0;;0.0;0.0;0.0
GUARE;201908;38;Proveedores;3160;Orden de Pago (F);2.0;;0.0;0.0;0.0
GUARE;201904;38;Proveedores;3161;Compras de Bienes y Servicios;2.0;;0.0;-141290.0;-141290.0
GUARE;201904;38;Proveedores;3161;Orden de Pago (F);2.0;;141290.0;0.0;141290.0
GUARE;201904;38;Proveedores;3163;Compras de Bienes y Servicios;2.0;;0.0;-9075.0;-9075.0
GUARE;201904;38;Proveedores;3163;Orden de Pago (F);2.0;;9075.0;0.0;9075.0
GUARE;201905;38;Proveedores;3165;Compras de Bienes y Servicios;2.0;;0.0;-5400.0;-5400.0
GUARE;201905;38;Proveedores;3165;Orden de Pago (F);2.0;;5400.0;0.0;5400.0
GUARE;201906;38;Proveedores;3165;Compras de Bienes y Servicios;2.0;;0.0;-5400.0;-5400.0
GUARE;201906;38;Proveedores;3165;Orden de Pago (F);2.0;;5400.0;0.0;5400.0
GUARE;201907;38;Proveedores;3165;Compras de Bienes y Servicios;2.0;;0.0;-10800.0;-10800.0
GUARE;201907;38;Proveedores;3165;Orden de Pago (F);2.0;;5400.0;0.0;5400.0
GUARE;201908;38;Proveedores;3165;Orden de Pago (F);2.0;;5400.0;0.0;5400.0
GUARE;201909;38;Proveedores;3165;Compras de Bienes y Servicios;2.0;;0.0;-5400.0;-5400.0
GUARE;201909;38;Proveedores;3165;Rendicion de Fondos;2.0;;5400.0;0.0;5400.0
GUARE;201910;38;Proveedores;3165;Compras de Bienes y Servicios;2.0;;0.0;-5400.0;-5400.0
GUARE;201910;38;Proveedores;3165;Rendicion de Fondos;2.0;;5400.0;0.0;5400.0
GUARE;201911;38;Proveedores;3165;Compras de Bienes y Servicios;2.0;;0.0;-5400.0;-5400.0
GUARE;201911;38;Proveedores;3165;Orden de Pago (F);2.0;;5400.0;0.0;5400.0
GUARE;201912;38;Proveedores;3165;Compras de Bienes y Servicios;2.0;;0.0;-16200.0;-16200.0
GUARE;201912;38;Proveedores;3165;Orden de Pago (F);2.0;;10800.0;0.0;10800.0
GUARE;202001;38;Proveedores;3165;Orden de Pago (F);2.0;;5400.0;0.0;5400.0
GUARE;202002;38;Proveedores;3165;Compras de Bienes y Servicios;2.0;;0.0;-5400.0;-5400.0
GUARE;202002;38;Proveedores;3165;O Pago;2.0;;5400.0;0.0;5400.0
GUARE;202003;38;Proveedores;3165;Compras de Bienes y Servicios;2.0;;0.0;-5400.0;-5400.0
GUARE;202003;38;Proveedores;3165;O Pago;2.0;;5400.0;0.0;5400.0
GUARE;202004;38;Proveedores;3165;Compras de Bienes y Servicios;2.0;;0.0;-8640.0;-8640.0
GUARE;202004;38;Proveedores;3165;Orden de Pago (F);2.0;;8640.0;0.0;8640.0
GUARE;202005;38;Proveedores;3165;Compras de Bienes y Servicios;2.0;;0.0;-8640.0;-8640.0
GUARE;202005;38;Proveedores;3165;Orden de Pago (F);2.0;;8640.0;0.0;8640.0
GUARE;202006;38;Proveedores;3165;Compras de Bienes y Servicios;2.0;;0.0;-17280.0;-17280.0
GUARE;202006;38;Proveedores;3165;Orden de Pago (F);2.0;;8640.0;0.0;8640.0
GUARE;202007;38;Proveedores;3165;Orden de Pago (F);2.0;;8640.0;0.0;8640.0
GUARE;202008;38;Proveedores;3165;Compras de Bienes y Servicios;2.0;;0.0;-8640.0;-8640.0
GUARE;202008;38;Proveedores;3165;Orden de Pago (F);2.0;;640.0;0.0;640.0
GUARE;202008;38;Proveedores;3165;Rendicion de Fondos;2.0;;8000.0;0.0;8000.0
GUARE;202009;38;Proveedores;3165;Compras de Bienes y Servicios;2.0;;0.0;-17280.0;-17280.0
GUARE;202009;38;Proveedores;3165;Rendicion de Fondos;2.0;;8640.0;0.0;8640.0
GUARE;202010;38;Proveedores;3165;Rendicion de Fondos;2.0;;8600.0;0.0;8600.0
GUARE;202011;38;Proveedores;3165;Compras de Bienes y Servicios;2.0;;0.0;-8640.0;-8640.0
GUARE;202011;38;Proveedores;3165;Rendicion de Fondos;2.0;;8500.0;0.0;8500.0
GUARE;202012;38;Proveedores;3165;Compras de Bienes y Servicios;2.0;;0.0;-17280.0;-17280.0
GUARE;202012;38;Proveedores;3165;Rendicion de Fondos;2.0;;17450.0;0.0;17450.0
GUARE;202101;38;Proveedores;3165;Compras de Bienes y Servicios;2.0;;0.0;-8640.0;-8640.0
GUARE;202101;38;Proveedores;3165;Rendicion de Fondos;2.0;;8640.0;0.0;8640.0
GUARE;202102;38;Proveedores;3165;Compras de Bienes y Servicios;2.0;;0.0;-8640.0;-8640.0
GUARE;202102;38;Proveedores;3165;Rendicion de Fondos;2.0;;8650.0;0.0;8650.0
GUARE;202103;38;Proveedores;3165;Compras de Bienes y Servicios;2.0;;0.0;-8640.0;-8640.0
GUARE;202103;38;Proveedores;3165;Rendicion de Fondos;2.0;;8640.0;0.0;8640.0
GUARE;202104;38;Proveedores;3165;Asiento de Diario M;2.0;;10.0;-10.0;0.0
GUARE;202104;38;Proveedores;3165;Compras de Bienes y Servicios;2.0;;0.0;-8640.0;-8640.0
GUARE;202104;38;Proveedores;3165;Rendicion de Fondos;2.0;;8640.0;0.0;8640.0
GUARE;202105;38;Proveedores;3165;Compras de Bienes y Servicios;2.0;;0.0;-8640.0;-8640.0
GUARE;202105;38;Proveedores;3165;Rendicion de Fondos;2.0;;8640.0;0.0;8640.0
GUARE;202106;38;Proveedores;3165;Compras de Bienes y Servicios;2.0;;0.0;-8640.0;-8640.0
GUARE;202106;38;Proveedores;3165;Rendicion de Fondos;2.0;;8640.0;0.0;8640.0
GUARE;202107;38;Proveedores;3165;Compras de Bienes y Servicios;2.0;;0.0;-8640.0;-8640.0
GUARE;202107;38;Proveedores;3165;Rendicion de Fondos;2.0;;8600.0;0.0;8600.0
GUARE;202108;38;Proveedores;3165;Compras de Bienes y Servicios;2.0;;0.0;-8640.0;-8640.0
